City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
60,hermanus,-34.4187,19.2345,60.8,86,3,2.57,ZA,1691338428
61,lihue,21.9789,-159.3672,78.39,83,40,11.5,US,1691338429
62,cedeira,43.6797,-8.0209,74.98,65,5,21.21,ES,1691338429
63,mayya,61.7333,130.2811,61.92,71,8,5.53,RU,1691338429
64,yellowknife,62.456,-114.3525,61.88,56,3,6.76,CA,1691338238
65,la paz,-16.5,-68.15,55.38,24,20,5.75,BO,1691338429
66,invercargill,-46.4,168.35,44.02,94,89,1.01,NZ,1691338429
67,ain smara,36.2674,6.5014,90.45,20,0,6.91,DZ,1691338429
68,ilulissat,69.2167,-51.1,48.22,53,0,3.44,GL,1691338430
69,edinburgh of the seven seas,-37.0676,-12.3116,50.36,72,24,44.65,SH,1691338430
70,colonia,50.9333,6.95,61.97,83,75,17.27,DE,1691338253
71,holualoa,19.6228,-155.9522,71.44,75,40,5.99,US,1691338430
72,tucurui,-3.7661,-49.6725,98.55,30,16,5.32,BR,1691338430
73,lebu,-37.6167,-73.65,55.69,65,22,1.5,CL,1691338431
74,guerrero negro,27.9769,-114.0611,80.42,44,35,0.56,MX,1691338431
75,wailua homesteads,22.0669,-159.378,77.79,84,40,11.5,US,1691338431
76,whitehorse,60.7161,-135.0538,64.02,62,37,11.01,CA,1691338183
77,malanje,-9.5402,16.341,84.6,15,0,4.72,AO,1691338431
78,severnoye,56.3491,78.3619,65.12,55,36,4.34,RU,1691338432
79,olonkinbyen,70.9221,-8.7187,38.41,89,100,25.5,SJ,1691338432
80,sao jose,-28.2333,-49.1667,88.32,26,0,4.18,BR,1691338432
81,kamloops,50.6665,-120.3192,70.57,49,20,3.44,CA,1691338432
82,oranjemund,-28.55,16.4333,57.97,74,3,7.25,,1691338432
83,hondomachi-hondo,32.45,130.2,83.07,80,82,11.05,JP,1691338432
84,katsuren-haebaru,26.3369,127.8719,80.62,100,100,31.68,JP,1691338432
85,baise city,23.8997,106.6133,78.28,97,100,0.54,CN,1691338433
86,hadibu,12.65,54.0333,78.69,76,16,19.82,YE,1691338433
87,pontianak,-0.0333,109.3333,76.98,88,40,3.44,ID,1691338433
88,demba,-5.51,22.2667,92.53,22,22,4.54,CD,1691338433
89,daru,-9.0763,143.2092,76.15,70,79,13.27,PG,1691338433
90,ushuaia,-54.8,-68.3,29.86,93,100,39.12,AR,1691338434
91,la ronge,55.1001,-105.2842,68.22,68,0,8.05,CA,1691338434
92,lorengau,-2.0226,147.2712,80.56,78,96,13.33,PG,1691338434
93,walvis bay,-22.9575,14.5053,67.89,52,6,16.87,,1691338434
94,hawaiian paradise park,19.5933,-154.9731,71.04,99,75,8.05,US,1691338434
95,parambu,-6.2111,-40.6944,91.71,27,20,9.04,BR,1691338434
96,mirny,62.5353,113.9611,62.24,72,100,13.0,RU,1691338435
97,cadale,2.7603,46.3222,77.47,81,100,19.13,SO,1691338435
98,taulaga,-11.0553,-171.0883,82.09,77,65,12.1,AS,1691338435
99,margate,51.3813,1.3862,66.69,59,60,7.0,GB,1691338336
100,margaret river,-33.95,115.0667,48.69,87,0,7.78,AU,1691338435
101,arroio grande,-32.2375,-53.0869,80.19,56,7,13.09,BR,1691338281
102,vadso,70.0744,29.7487,65.28,67,40,5.75,NO,1691338436
103,dryden,49.7833,-92.7503,71.89,60,0,4.61,CA,1691338436
104,nar'yan-mar,67.6713,53.087,69.28,72,78,7.72,RU,1691338238
105,belmonte,-15.8631,-38.8828,78.4,53,57,7.09,BR,1691338436
106,uturoa,-16.7333,-151.4333,77.88,73,23,8.14,PF,1691338436
107,buka,40.8108,69.1986,78.03,43,98,4.32,UZ,1691338436
108,lompoc,34.6391,-120.4579,74.93,85,75,7.0,US,1691338437
109,horta,38.5333,-28.6333,76.01,75,40,4.0,PT,1691338437
110,bredasdorp,-34.5322,20.0403,55.78,87,22,4.9,ZA,1691338437
111,harper,4.375,-7.7169,79.25,73,73,9.89,LR,1691338437
112,rongelap,11.1635,166.8941,82.47,77,33,11.99,MH,1691338437
113,dondo,-19.6094,34.7431,68.05,80,29,5.68,MZ,1691338437
114,serhetabat,35.2799,62.3438,88.95,22,0,13.67,TM,1691338438
115,al bawiti,28.3492,28.8659,105.15,8,0,12.28,EG,1691338438
116,enewetak,11.3474,162.3373,83.19,77,99,12.28,MH,1691338438
117,san patricio,28.017,-97.5169,95.09,48,23,12.37,US,1691338438
118,san antonio de pale,-1.4014,5.6325,74.61,75,14,10.8,GQ,1691338438
119,gisborne,-38.6533,178.0042,42.76,86,99,6.89,NZ,1691338438
120,nynashamn,58.9034,17.9479,62.11,95,100,21.39,SE,1691338439
